mechanism,rep,method,parameter,truth,estimate,se,covered
MCAR,0,oracle,M1_class1,0.15,0.14355128372197476,0.026269932513051073,1.0
MCAR,0,oracle,M1_class2,0.8,0.8769831296721986,0.03988556783025625,1.0
MCAR,0,oracle,M2_class1,0.25,0.2968389144539319,0.03087910715135279,1.0
MCAR,0,oracle,M2_class2,0.75,0.8285377137585701,0.03364047588445994,0.0
MCAR,0,oracle,M3_class1,0.2,0.20704342699981831,0.0295722261921311,1.0
MCAR,0,oracle,M3_class2,0.85,0.9363680565339658,0.0343495658002955,0.0
MCAR,0,oracle,p_class2,0.45,0.36329030321661504,0.031594678964213474,0.0
MCAR,0,oracle,mean_Y1,0.44250000000000006,0.4099999614259533,0.021995454109753284,1.0
MCAR,0,oracle,mean_Y2,0.47500000000000003,0.48999993247322404,0.022356207336468648,1.0
MCAR,0,oracle,mean_Y3,0.49250000000000005,0.4719999928066242,0.022325590925399635,1.0
MCAR,0,oracle,P000,0.28387500000000004,0.30453903387709463,0.020134282495627574,1.0
MCAR,0,oracle,P001,0.08925,0.08656396981278872,0.011400290766846786,1.0
MCAR,0,oracle,P010,0.10362500000000001,0.13071124728220102,0.014522690410750543,1.0
MCAR,0,oracle,P011,0.08074999999999999,0.06818578760196234,0.01017743502107187,1.0
MCAR,0,oracle,P100,0.063,0.05443881337088604,0.009016004827597159,1.0
MCAR,0,oracle,P101,0.08887500000000001,0.06445825046600653,0.010553244387543069,0.0
MCAR,0,oracle,P110,0.057000000000000016,0.0383109126631941,0.007883335804870356,0.0
MCAR,0,oracle,P111,0.233625,0.25279198492586663,0.0192839445820688,1.0
MCAR,0,MAR_ignorability,M1_class1,0.15,0.16456766231704154,0.031360305591043594,1.0
MCAR,0,MAR_ignorability,M1_class2,0.8,0.858264624258093,0.04667633237309104,1.0
MCAR,0,MAR_ignorability,M2_class1,0.25,0.25439109889003503,0.03684481086451179,1.0
MCAR,0,MAR_ignorability,M2_class2,0.75,0.8233096712276431,0.04358795022325865,1.0
MCAR,0,MAR_ignorability,M3_class1,0.2,0.19489400367757154,0.036157652937314155,1.0
MCAR,0,MAR_ignorability,M3_class2,0.85,0.9757870163917824,0.053458152055035735,0.0
MCAR,0,MAR_ignorability,p_class2,0.45,0.35380342086523525,0.038598931773395906,0.0
MCAR,0,MAR_ignorability,mean_Y1,0.44250000000000006,0.41000002049560647,0.021995454040514038,1.0
MCAR,0,MAR_ignorability,mean_Y2,0.47500000000000003,0.4556764359768466,0.02609893476770936,1.0
MCAR,0,MAR_ignorability,mean_Y3,0.49250000000000005,0.471176622905619,0.02575010375496582,1.0
MCAR,0,MAR_ignorability,P000,0.28387500000000004,0.32428547120678614,0.023401955709652582,1.0
MCAR,0,MAR_ignorability,P001,0.08925,0.08709451228305103,0.014156803382303022,1.0
MCAR,0,MAR_ignorability,P010,0.10362500000000001,0.11156802927506557,0.0167628840316808,1.0
MCAR,0,MAR_ignorability,P011,0.08074999999999999,0.06705196673949092,0.012262668836895637,1.0
MCAR,0,MAR_ignorability,P100,0.063,0.06513622730235845,0.01178342992068543,1.0
MCAR,0,MAR_ignorability,P101,0.08887500000000001,0.0678073532309579,0.013111638085516667,1.0
MCAR,0,MAR_ignorability,P110,0.057000000000000016,0.027833649310170933,0.010446097657654233,0.0
MCAR,0,MAR_ignorability,P111,0.233625,0.24922279065211914,0.021048887897788394,1.0
MCAR,0,selection_misspecified,M1_class1,0.15,0.16750748507700924,0.0318698872730692,1.0
MCAR,0,selection_misspecified,M1_class2,0.8,0.8601822300626637,0.04917875188746094,1.0
MCAR,0,selection_misspecified,M2_class1,0.25,0.22746068935480632,0.03818274995023825,1.0
MCAR,0,selection_misspecified,M2_class2,0.75,0.7968240810518054,0.05386660849294623,1.0
MCAR,0,selection_misspecified,M3_class1,0.2,0.2217533688674511,0.04500000080750125,1.0
MCAR,0,selection_misspecified,M3_class2,0.85,0.9938008653880123,0.04980850831481074,0.0
MCAR,0,selection_misspecified,p_class2,0.45,0.35008123333275076,0.04056543421082565,0.0
MCAR,0,selection_misspecified,mean_Y1,0.44250000000000006,0.4099999141000358,0.02199545405503494,1.0
MCAR,0,selection_misspecified,mean_Y2,0.47500000000000003,0.42678412773460983,0.03785823555884349,1.0
MCAR,0,selection_misspecified,mean_Y3,0.49250000000000005,0.49203270864083176,0.032622644779313474,1.0
MCAR,0,selection_misspecified,P000,0.28387500000000004,0.3253565484347964,0.027157181310283114,1.0
MCAR,0,selection_misspecified,P001,0.08925,0.10257275255646083,0.019217372535054292,1.0
MCAR,0,selection_misspecified,P010,0.10362500000000001,0.09601917623751555,0.017290952027107516,1.0
MCAR,0,selection_misspecified,P011,0.08074999999999999,0.06605160867119145,0.014878693280142366,1.0
MCAR,0,selection_misspecified,P100,0.063,0.06583251983628104,0.012889852024877507,1.0
MCAR,0,selection_misspecified,P101,0.08887500000000001,0.0794540514378519,0.017446414941798456,1.0
MCAR,0,selection_misspecified,P110,0.057000000000000016,0.020759046850575252,0.009632362183008784,0.0
MCAR,0,selection_misspecified,P111,0.233625,0.24395429597532756,0.02305503731054612,1.0
MCAR,0,candidate_saturated,M1_class1,0.15,0.16673000893121592,,
MCAR,0,candidate_saturated,M1_class2,0.8,0.8246840689670172,,
MCAR,0,candidate_saturated,M2_class1,0.25,0.256363770739884,,
MCAR,0,candidate_saturated,M2_class2,0.75,0.74137805789708,,
MCAR,0,candidate_saturated,M3_class1,0.2,0.24770340706579783,,
MCAR,0,candidate_saturated,M3_class2,0.85,0.9999546021312976,,
MCAR,0,candidate_saturated,p_class2,0.45,0.36973691580308743,,
MCAR,0,candidate_saturated,mean_Y1,0.44250000000000006,0.4099999138289725,,
MCAR,0,candidate_saturated,mean_Y2,0.47500000000000003,0.43569145739381865,,
MCAR,0,candidate_saturated,mean_Y3,0.49250000000000005,0.5258384438385024,,
MCAR,0,candidate_saturated,P000,0.28387500000000004,0.2938044517518446,,
MCAR,0,candidate_saturated,P001,0.08925,0.11350198724579622,,
MCAR,0,candidate_saturated,P010,0.10362500000000001,0.10128909998080542,,
MCAR,0,candidate_saturated,P011,0.08074999999999999,0.08140454719258124,,
MCAR,0,candidate_saturated,P100,0.063,0.05879111883742673,,
MCAR,0,candidate_saturated,P101,0.08887500000000001,0.09821098477111379,,
MCAR,0,candidate_saturated,P110,0.057000000000000016,0.020276885591420785,,
MCAR,0,candidate_saturated,P111,0.233625,0.2327209246290112,,
MCAR,1,oracle,M1_class1,0.15,0.07695517255616074,0.02946938557741292,0.0
MCAR,1,oracle,M1_class2,0.8,0.7086660824980113,0.04451822360349995,0.0
MCAR,1,oracle,M2_class1,0.25,0.23624453938643394,0.03751366566794546,1.0
MCAR,1,oracle,M2_class2,0.75,0.6581817872720209,0.03506448879072243,0.0
MCAR,1,oracle,M3_class1,0.2,0.15871396899088722,0.03468981367474658,1.0
MCAR,1,oracle,M3_class2,0.85,0.7909148244607428,0.04120860350883524,1.0
MCAR,1,oracle,p_class2,0.45,0.4923847280433402,0.04149600250057286,1.0
MCAR,1,oracle,mean_Y1,0.44250000000000006,0.3879999771498899,0.021792475626342477,0.0
MCAR,1,oracle,mean_Y2,0.47500000000000003,0.4439999964379341,0.022219990950987093,1.0
MCAR,1,oracle,mean_Y3,0.49250000000000005,0.4700000152801791,0.022320394233164287,1.0
MCAR,1,oracle,P000,0.28387500000000004,0.3113138076350007,0.020913393849352445,1.0
MCAR,1,oracle,P001,0.08925,0.0955783405271684,0.01137477758741049,1.0
MCAR,1,oracle,P010,0.10362500000000001,0.11286507923689,0.014171670467920908,1.0
MCAR,1,oracle,P011,0.08074999999999999,0.09224279545105102,0.01160030473854993,1.0
MCAR,1,oracle,P100,0.063,0.050037988613017545,0.008259575491538596,1.0
MCAR,1,oracle,P101,0.08887500000000001,0.09906986678687921,0.011934329873670208,1.0
MCAR,1,oracle,P110,0.057000000000000016,0.05578310923491264,0.00910232883710872,1.0
MCAR,1,oracle,P111,0.233625,0.18310901251508044,0.016091220668125447,0.0
MCAR,1,MAR_ignorability,M1_class1,0.15,0.06308783839722949,0.03578423402424863,0.0
MCAR,1,MAR_ignorability,M1_class2,0.8,0.724921089129778,0.049869403206271264,1.0
MCAR,1,MAR_ignorability,M2_class1,0.25,0.274387524708091,0.0479611348172997,1.0
MCAR,1,MAR_ignorability,M2_class2,0.75,0.6617965052690207,0.04134442678008369,0.0
MCAR,1,MAR_ignorability,M3_class1,0.2,0.16893656727052014,0.04085059816698493,1.0
MCAR,1,MAR_ignorability,M3_class2,0.85,0.8158264790907372,0.053764674566221755,1.0
MCAR,1,MAR_ignorability,p_class2,0.45,0.4909275938056833,0.04971797314144665,1.0
MCAR,1,MAR_ignorability,mean_Y1,0.44250000000000006,0.38800004367995305,0.021792476104567172,0.0
MCAR,1,MAR_ignorability,mean_Y2,0.47500000000000003,0.46457728335358095,0.02626942239522746,1.0
MCAR,1,MAR_ignorability,mean_Y3,0.49250000000000005,0.48651267513758994,0.025318486154266066,1.0
MCAR,1,MAR_ignorability,P000,0.28387500000000004,0.29603047885665157,0.02331814816915385,1.0
MCAR,1,MAR_ignorability,P001,0.08925,0.09572713266040613,0.013217872696000743,1.0
MCAR,1,MAR_ignorability,P010,0.10362500000000001,0.1252218158025007,0.018771412885309886,1.0
MCAR,1,MAR_ignorability,P011,0.08074999999999999,0.09502052900048856,0.012843638553138064,1.0
MCAR,1,MAR_ignorability,P100,0.063,0.04153441247715959,0.008275563708303324,0.0
MCAR,1,MAR_ignorability,P101,0.08887500000000001,0.10213069265220176,0.013887026883545294,1.0
MCAR,1,MAR_ignorability,P110,0.057000000000000016,0.05070061772609817,0.011106890568678487,1.0
MCAR,1,MAR_ignorability,P111,0.233625,0.1936343208244935,0.018764755282239334,0.0
MCAR,1,selection_misspecified,M1_class1,0.15,0.06316001403635285,0.03640119138969307,0.0
MCAR,1,selection_misspecified,M1_class2,0.8,0.7249410042075305,0.04961761452797876,1.0
MCAR,1,selection_misspecified,M2_class1,0.25,0.2412042187680538,0.05702379094964058,1.0
MCAR,1,selection_misspecified,M2_class2,0.75,0.6236695327706672,0.06547356542752289,1.0
MCAR,1,selection_misspecified,M3_class1,0.2,0.16144356971159476,0.04438443148161734,1.0
MCAR,1,selection_misspecified,M3_class2,0.85,0.8083444908369897,0.06253595330806563,1.0
MCAR,1,selection_misspecified,p_class2,0.45,0.4908572734802779,0.049531978039471104,1.0
MCAR,1,selection_misspecified,mean_Y1,0.44250000000000006,0.3880000265128557,0.021792476371622602,0.0
MCAR,1,selection_misspecified,mean_Y2,0.47500000000000003,0.428940100000155,0.049268264109506764,1.0
MCAR,1,selection_misspecified,mean_Y3,0.49250000000000005,0.4789795920670864,0.03262003650267083,1.0
MCAR,1,selection_misspecified,P000,0.28387500000000004,0.31324046887441165,0.028960162119122113,1.0
MCAR,1,selection_misspecified,P001,0.08925,0.09950408615578028,0.016974693243006045,1.0
MCAR,1,selection_misspecified,P010,0.10362500000000001,0.11261490479253002,0.023631651426865224,1.0
MCAR,1,selection_misspecified,P011,0.08074999999999999,0.08664051366442235,0.014961486741842273,1.0
MCAR,1,selection_misspecified,P100,0.063,0.046127002695126,0.010197004967089264,1.0
MCAR,1,selection_misspecified,P101,0.08887500000000001,0.1121883422745271,0.020439450922767388,1.0
MCAR,1,selection_misspecified,P110,0.057000000000000016,0.04903803157084589,0.013261747601389363,1.0
MCAR,1,selection_misspecified,P111,0.233625,0.18064664997235672,0.024487893723434427,0.0
MCAR,1,candidate_saturated,M1_class1,0.15,0.06091562770001,,
MCAR,1,candidate_saturated,M1_class2,0.8,0.7583068303932221,,
MCAR,1,candidate_saturated,M2_class1,0.25,0.20421541312820735,,
MCAR,1,candidate_saturated,M2_class2,0.75,0.6061211179132362,,
MCAR,1,candidate_saturated,M3_class1,0.2,0.16173836901931388,,
MCAR,1,candidate_saturated,M3_class2,0.85,0.8821818595121049,,
MCAR,1,candidate_saturated,p_class2,0.45,0.46901124830679203,,
MCAR,1,candidate_saturated,mean_Y1,0.44250000000000006,0.38799994623332845,,
MCAR,1,candidate_saturated,mean_Y2,0.47500000000000003,0.3927137094310547,,
MCAR,1,candidate_saturated,mean_Y3,0.49250000000000005,0.4996344698298403,,
MCAR,1,candidate_saturated,P000,0.28387500000000004,0.3378932254437181,,
MCAR,1,candidate_saturated,P001,0.08925,0.10356823380959473,,
MCAR,1,candidate_saturated,P010,0.10362500000000001,0.09345575818433209,,
MCAR,1,candidate_saturated,P011,0.08074999999999999,0.0770828363290266,,
MCAR,1,candidate_saturated,P100,0.063,0.0380814325120902,,
MCAR,1,candidate_saturated,P101,0.08887500000000001,0.12774339880354219,,
MCAR,1,candidate_saturated,P110,0.057000000000000016,0.030935114030019296,,
MCAR,1,candidate_saturated,P111,0.233625,0.19124000088767673,,
MCAR,2,oracle,M1_class1,0.15,0.15841129792787165,0.02844874536964993,1.0
MCAR,2,oracle,M1_class2,0.8,0.8504629556453952,0.037328847706221836,1.0
MCAR,2,oracle,M2_class1,0.25,0.24842322508893636,0.02800413894866071,1.0
MCAR,2,oracle,M2_class2,0.75,0.6793744241913232,0.038680208365101686,1.0
MCAR,2,oracle,M3_class1,0.2,0.21219874418998708,0.03305428096674696,1.0
MCAR,2,oracle,M3_class2,0.85,0.9142483527130822,0.030415763638362715,0.0
MCAR,2,oracle,p_class2,0.45,0.4213395065414664,0.032514546212882196,1.0
MCAR,2,oracle,mean_Y1,0.44250000000000006,0.4500000018917768,0.02224859546264492,1.0
MCAR,2,oracle,mean_Y2,0.47500000000000003,0.4299999906621893,0.022140460691242463,0.0
MCAR,2,oracle,mean_Y3,0.49250000000000005,0.5079999798127376,0.022357817456840796,1.0
MCAR,2,oracle,P000,0.28387500000000004,0.29007817349667747,0.01872119222515052,1.0
MCAR,2,oracle,P001,0.08925,0.0961365984352988,0.011777325755902462,1.0
MCAR,2,oracle,P010,0.10362500000000001,0.09897927321701931,0.012332003714975823,1.0
MCAR,2,oracle,P011,0.08074999999999999,0.06480595295922757,0.00929374838715436,1.0
MCAR,2,oracle,P100,0.063,0.06412710817490641,0.009773960209103165,1.0
MCAR,2,oracle,P101,0.08887500000000001,0.11965812923092803,0.013998818243517034,0.0
MCAR,2,oracle,P110,0.057000000000000016,0.038815465298659126,0.006992383118679271,0.0
MCAR,2,oracle,P111,0.233625,0.22739929918728324,0.018568296041575987,1.0
MCAR,2,MAR_ignorability,M1_class1,0.15,0.15236718387410544,0.030987076972261485,1.0
MCAR,2,MAR_ignorability,M1_class2,0.8,0.8565957125699666,0.04311083178568284,1.0
MCAR,2,MAR_ignorability,M2_class1,0.25,0.28907105370062525,0.03609923364887942,1.0
MCAR,2,MAR_ignorability,M2_class2,0.75,0.6677217109255713,0.045174828641953955,1.0
MCAR,2,MAR_ignorability,M3_class1,0.2,0.20628072133862607,0.03911959123151044,1.0
MCAR,2,MAR_ignorability,M3_class2,0.85,0.9269658212334,0.03565967763991927,0.0
MCAR,2,MAR_ignorability,p_class2,0.45,0.42263663492063963,0.03656783785853863,1.0
MCAR,2,MAR_ignorability,mean_Y1,0.44250000000000006,0.44999995945723725,0.022248595475348423,1.0
MCAR,2,MAR_ignorability,mean_Y2,0.47500000000000003,0.449102693280665,0.026167966306448964,1.0
MCAR,2,MAR_ignorability,mean_Y3,0.49250000000000005,0.5108686467955983,0.025401983122139662,1.0
MCAR,2,MAR_ignorability,P000,0.28387500000000004,0.27762403306898453,0.021180588009169745,1.0
MCAR,2,MAR_ignorability,P001,0.08925,0.09043769297845963,0.013079250219439347,1.0
MCAR,2,MAR_ignorability,P010,0.10362500000000001,0.11524238796439427,0.01590309838143688,1.0
MCAR,2,MAR_ignorability,P011,0.08074999999999999,0.0666959265309243,0.010600754794293803,1.0
MCAR,2,MAR_ignorability,P100,0.063,0.05842582509320732,0.009989282316582948,1.0
MCAR,2,MAR_ignorability,P101,0.08887500000000001,0.1244097555786835,0.01680079097614887,0.0
MCAR,2,MAR_ignorability,P110,0.057000000000000016,0.037839107077815556,0.008131180189084016,0.0
MCAR,2,MAR_ignorability,P111,0.233625,0.2293252717075309,0.02039670658799733,1.0
MCAR,2,selection_misspecified,M1_class1,0.15,0.1511325772988463,0.030716586749120593,1.0
MCAR,2,selection_misspecified,M1_class2,0.8,0.8469411364140491,0.04492543577333455,1.0
MCAR,2,selection_misspecified,M2_class1,0.25,0.2456437228837878,0.04710486462483656,1.0
MCAR,2,selection_misspecified,M2_class2,0.75,0.6138194866321919,0.07405119825709273,1.0
MCAR,2,selection_misspecified,M3_class1,0.2,0.21816072571314152,0.04569018428776915,1.0
MCAR,2,selection_misspecified,M3_class2,0.85,0.9338733650535997,0.03336628660742743,0.0
MCAR,2,selection_misspecified,p_class2,0.45,0.42952537646102185,0.03747880206608796,1.0
MCAR,2,selection_misspecified,mean_Y1,0.44250000000000006,0.45000001059760497,0.022248595462784692,1.0
MCAR,2,selection_misspecified,mean_Y2,0.47500000000000003,0.40378455641164535,0.04938051326710126,1.0
MCAR,2,selection_misspecified,mean_Y3,0.49250000000000005,0.5255774665637634,0.03244105432108309,1.0
MCAR,2,selection_misspecified,P000,0.28387500000000004,0.28728674035965757,0.026857260316669667,1.0
MCAR,2,selection_misspecified,P001,0.08925,0.10340434779358043,0.017892066046756208,1.0
MCAR,2,selection_misspecified,P010,0.10362500000000001,0.09567199521059791,0.019568968202783095,1.0
MCAR,2,selection_misspecified,P011,0.08074999999999999,0.06363690603855918,0.012815794236701586,1.0
MCAR,2,selection_misspecified,P100,0.063,0.06013955457452752,0.011275686134296402,1.0
MCAR,2,selection_misspecified,P101,0.08887500000000001,0.1453848008605892,0.02694990521466558,0.0
MCAR,2,selection_misspecified,P110,0.057000000000000016,0.031324243291453654,0.008243192587970133,0.0
MCAR,2,selection_misspecified,P111,0.233625,0.2131514118710346,0.02843554764497498,1.0
MCAR,2,candidate_saturated,M1_class1,0.15,0.15556515550952588,,
MCAR,2,candidate_saturated,M1_class2,0.8,0.8349768394091954,,
MCAR,2,candidate_saturated,M2_class1,0.25,0.19028124890126594,,
MCAR,2,candidate_saturated,M2_class2,0.75,0.5670863896299315,,
MCAR,2,candidate_saturated,M3_class1,0.2,0.30408829602113235,,
MCAR,2,candidate_saturated,M3_class2,0.85,0.9361676541569312,,
MCAR,2,candidate_saturated,p_class2,0.45,0.4333672889392658,,
MCAR,2,candidate_saturated,mean_Y1,0.44250000000000006,0.44999995503478707,,
MCAR,2,candidate_saturated,mean_Y2,0.47500000000000003,0.35357627119722623,,
MCAR,2,candidate_saturated,mean_Y3,0.49250000000000005,0.5780108138509148,,
MCAR,2,candidate_saturated,P000,0.28387500000000004,0.2715987515443422,,
MCAR,2,candidate_saturated,P001,0.08925,0.14679913728111227,,
MCAR,2,candidate_saturated,P010,0.10362500000000001,0.0659491572865912,,
MCAR,2,candidate_saturated,P011,0.08074999999999999,0.06565299885316722,,
MCAR,2,candidate_saturated,P100,0.063,0.05967030090381891,,
MCAR,2,candidate_saturated,P101,0.08887500000000001,0.1683555390735003,,
MCAR,2,candidate_saturated,P110,0.057000000000000016,0.024770976414332915,,
MCAR,2,candidate_saturated,P111,0.233625,0.19720313864313493,,
MCAR,3,oracle,M1_class1,0.15,0.1836161908357052,0.03414275853865971,1.0
MCAR,3,oracle,M1_class2,0.8,0.7493778674399347,0.04701482373469018,1.0
MCAR,3,oracle,M2_class1,0.25,0.25185276413666513,0.03268780384558735,1.0
MCAR,3,oracle,M2_class2,0.75,0.7522453150684991,0.04735122992636343,1.0
MCAR,3,oracle,M3_class1,0.2,0.19738436492494582,0.038601208774948166,1.0
MCAR,3,oracle,M3_class2,0.85,0.870175283669316,0.04650648721197861,1.0
MCAR,3,oracle,p_class2,0.45,0.4319553394587033,0.048007925995543606,1.0
MCAR,3,oracle,mean_Y1,0.44250000000000006,0.42799996790601025,0.022127629704499583,1.0
MCAR,3,oracle,mean_Y2,0.47500000000000003,0.467999998337032,0.022314838098687836,1.0
MCAR,3,oracle,mean_Y3,0.49250000000000005,0.48799999461590315,0.02235423905468377,1.0
MCAR,3,oracle,P000,0.28387500000000004,0.28194767257365155,0.01921027512121833,1.0
MCAR,3,oracle,P001,0.08925,0.09182128956894996,0.011539783357033944,1.0
MCAR,3,oracle,P010,0.10362500000000001,0.10431378757998351,0.012432437054018785,1.0
MCAR,3,oracle,P011,0.08074999999999999,0.09391728237140479,0.011933156295529497,1.0
MCAR,3,oracle,P100,0.063,0.07304246285074865,0.010698029598539152,1.0
MCAR,3,oracle,P101,0.08887500000000001,0.08518857666961797,0.012164486165556317,1.0
MCAR,3,oracle,P110,0.057000000000000016,0.05269608237971328,0.00911961886695901,1.0
MCAR,3,oracle,P111,0.233625,0.21707284600593038,0.01984033568371774,1.0
MCAR,3,MAR_ignorability,M1_class1,0.15,0.15341358955087186,0.04052942367520335,1.0
MCAR,3,MAR_ignorability,M1_class2,0.8,0.7360690223770346,0.05411328068762369,1.0
MCAR,3,MAR_ignorability,M2_class1,0.25,0.257003273889941,0.043445513621483196,1.0
MCAR,3,MAR_ignorability,M2_class2,0.75,0.6966100688550328,0.05316195891829498,1.0
MCAR,3,MAR_ignorability,M3_class1,0.2,0.20487400264501893,0.05318548846663528,1.0
MCAR,3,MAR_ignorability,M3_class2,0.85,0.8847688120960148,0.051773612065164815,1.0
MCAR,3,MAR_ignorability,p_class2,0.45,0.471267260005961,0.06022006098076376,1.0
MCAR,3,MAR_ignorability,mean_Y1,0.44250000000000006,0.42800001890644485,0.022127629778388235,1.0
MCAR,3,MAR_ignorability,mean_Y2,0.47500000000000003,0.4641755636331421,0.026062321288313726,1.0
MCAR,3,MAR_ignorability,mean_Y3,0.49250000000000005,0.5252861665872647,0.025477237157935397,1.0
MCAR,3,MAR_ignorability,P000,0.28387500000000004,0.26879034273830077,0.021680488494859786,1.0
MCAR,3,MAR_ignorability,P001,0.08925,0.10152458558091504,0.014129657898957829,1.0
MCAR,3,MAR_ignorability,P010,0.10362500000000001,0.10145501704417582,0.015401239134566393,1.0
MCAR,3,MAR_ignorability,P011,0.08074999999999999,0.10023003573016351,0.013241135366980834,1.0
MCAR,3,MAR_ignorability,P100,0.063,0.060047772278619835,0.010931239269097495,1.0
MCAR,3,MAR_ignorability,P101,0.08887500000000001,0.10546173576902224,0.015631847252827503,1.0
MCAR,3,MAR_ignorability,P110,0.057000000000000016,0.04442070135163889,0.009845674255654337,1.0
MCAR,3,MAR_ignorability,P111,0.233625,0.21806980950716387,0.02210314621896359,1.0
MCAR,3,selection_misspecified,M1_class1,0.15,0.1468987376073591,0.04178499384316739,1.0
MCAR,3,selection_misspecified,M1_class2,0.8,0.7344381771861569,0.05465177339974352,1.0
MCAR,3,selection_misspecified,M2_class1,0.25,0.24384582651329556,0.056413719222032824,1.0
MCAR,3,selection_misspecified,M2_class2,0.75,0.6812062785056423,0.07277429602335779,1.0
MCAR,3,selection_misspecified,M3_class1,0.2,0.2216119095768238,0.06265624479482436,1.0
MCAR,3,selection_misspecified,M3_class2,0.85,0.8936208203835287,0.04926696308852748,1.0
MCAR,3,selection_misspecified,p_class2,0.45,0.47843794899348113,0.06003833915763984,1.0
MCAR,3,selection_misspecified,mean_Y1,0.44250000000000006,0.42799990203221844,0.02212762926442702,1.0
MCAR,3,selection_misspecified,mean_Y2,0.47500000000000003,0.45309566413537583,0.04819733678524087,1.0
MCAR,3,selection_misspecified,mean_Y3,0.49250000000000005,0.5431264745685269,0.03651673861208319,1.0
MCAR,3,selection_misspecified,P000,0.28387500000000004,0.2661953092299131,0.02814806654457076,1.0
MCAR,3,selection_misspecified,P001,0.08925,0.11075618378080844,0.018552099855496065,1.0
MCAR,3,selection_misspecified,P010,0.10362500000000001,0.0936607608087016,0.019266064215583224,1.0
MCAR,3,selection_misspecified,P011,0.08074999999999999,0.1013878441483584,0.015588868318705444,1.0
MCAR,3,selection_misspecified,P100,0.063,0.05701168771956258,0.01421434500382253,1.0
MCAR,3,selection_misspecified,P101,0.08887500000000001,0.1129411551343401,0.02186000626520906,1.0
MCAR,3,selection_misspecified,P110,0.057000000000000016,0.04000576767329581,0.009875502066566573,1.0
MCAR,3,selection_misspecified,P111,0.233625,0.21804129150501997,0.030228626095628236,1.0
MCAR,3,candidate_saturated,M1_class1,0.15,0.18370229212477668,,
MCAR,3,candidate_saturated,M1_class2,0.8,0.7467504286733219,,
MCAR,3,candidate_saturated,M2_class1,0.25,0.18622952496154796,,
MCAR,3,candidate_saturated,M2_class2,0.75,0.5307388298450945,,
MCAR,3,candidate_saturated,M3_class1,0.2,0.14465317438794076,,
MCAR,3,candidate_saturated,M3_class2,0.85,0.8051848605092271,,
MCAR,3,candidate_saturated,p_class2,0.45,0.4338843552639787,,
MCAR,3,candidate_saturated,mean_Y1,0.44250000000000006,0.42800006983372685,,
MCAR,3,candidate_saturated,mean_Y2,0.47500000000000003,0.335706722593387,,
MCAR,3,candidate_saturated,mean_Y3,0.49250000000000005,0.43124753915210384,,
MCAR,3,candidate_saturated,P000,0.28387500000000004,0.33170586527881074,,
MCAR,3,candidate_saturated,P001,0.08925,0.09591575339118238,,
MCAR,3,candidate_saturated,P010,0.10362500000000001,0.08497255921806467,,
MCAR,3,candidate_saturated,P011,0.08074999999999999,0.05940575227821539,,
MCAR,3,candidate_saturated,P100,0.063,0.10200767385733378,,
MCAR,3,candidate_saturated,P101,0.08887500000000001,0.1346639848792861,,
MCAR,3,candidate_saturated,P110,0.057000000000000016,0.050066362493687,,
MCAR,3,candidate_saturated,P111,0.233625,0.14126204860341998,,
MCAR,4,oracle,M1_class1,0.15,0.18637329105502082,0.029461397174566074,1.0
MCAR,4,oracle,M1_class2,0.8,0.8192674734089785,0.034373008698171316,1.0
MCAR,4,oracle,M2_class1,0.25,0.26673257738552186,0.03195363578474645,1.0
MCAR,4,oracle,M2_class2,0.75,0.7864553045424495,0.032589531032464834,1.0
MCAR,4,oracle,M3_class1,0.2,0.20186131897291604,0.03331615246894633,1.0
MCAR,4,oracle,M3_class2,0.85,0.9617537364614538,0.026987074597520627,0.0
MCAR,4,oracle,p_class2,0.45,0.4449822999701192,0.03221634274269897,1.0
MCAR,4,oracle,mean_Y1,0.44250000000000006,0.4679999999565929,0.022314838113063482,1.0
MCAR,4,oracle,mean_Y2,0.47500000000000003,0.4979999918625542,0.022360500893963808,1.0
MCAR,4,oracle,mean_Y3,0.49250000000000005,0.5399999946368196,0.02228901076829585,0.0
MCAR,4,oracle,P000,0.28387500000000004,0.26494199726525836,0.01928010347456473,1.0
MCAR,4,oracle,P001,0.08925,0.08335872746086599,0.010832622037039333,1.0
MCAR,4,oracle,P010,0.10362500000000001,0.09855512388491597,0.012411042315692917,1.0
MCAR,4,oracle,P011,0.08074999999999999,0.08514415143236678,0.011368303538621604,1.0
MCAR,4,oracle,P100,0.063,0.06351590658808033,0.009648324304252043,1.0
MCAR,4,oracle,P101,0.08887500000000001,0.09018337682324114,0.012046799371257268,1.0
MCAR,4,oracle,P110,0.057000000000000016,0.0329869776249258,0.00669176926692485,0.0
MCAR,4,oracle,P111,0.233625,0.28131373892034567,0.019771662349581696,0.0
MCAR,4,MAR_ignorability,M1_class1,0.15,0.20997060641219167,0.031747963902413606,1.0
MCAR,4,MAR_ignorability,M1_class2,0.8,0.8208943471233378,0.03979889791234066,1.0
MCAR,4,MAR_ignorability,M2_class1,0.25,0.29558878014190015,0.039183960096358786,1.0
MCAR,4,MAR_ignorability,M2_class2,0.75,0.7870472704680969,0.04185262067675212,1.0
MCAR,4,MAR_ignorability,M3_class1,0.2,0.18865261287671042,0.03997320308379737,1.0
MCAR,4,MAR_ignorability,M3_class2,0.85,0.9864323819571691,0.030299073978974175,0.0
MCAR,4,MAR_ignorability,p_class2,0.45,0.42235937816960684,0.03704486009396378,1.0
