mechanism,rep,method,success,gradient_max,boundary,hessian_min,valid_se,nll,start_nll_range,item_rate,complete_rate,stationary,boundary_parameters
MCAR,28,oracle,True,2.3926066479801333e-08,False,0.007341043217269718,True,1.7969255831719761,3.0886404545071855e-13,0.7987333333333333,0.4862,True,
MCAR,28,MAR_ignorability,True,1.706910876209111e-08,False,0.005229953138344644,True,1.4486681412676852,2.2071233729548112e-13,0.7987333333333333,0.4862,True,
MCAR,28,selection_misspecified,True,8.005816986162983e-08,False,0.005139089045575118,True,2.67303202178379,9.9298347322474e-13,0.7987333333333333,0.4862,True,
MCAR,28,candidate_saturated,True,1.538021623161967e-07,False,0.0015929127387811423,True,2.67289427372606,2.0801138589376933e-12,0.7987333333333333,0.4862,True,
MCAR,29,oracle,True,2.5329274677476922e-08,False,0.007631870071537651,True,1.805834444218023,1.5480949855373183e-12,0.8031333333333334,0.4932,True,
MCAR,29,MAR_ignorability,True,2.3914177537718384e-08,False,0.005031264719579179,True,1.465940212396733,3.8258285428582894e-13,0.8031333333333334,0.4932,True,
MCAR,29,selection_misspecified,True,6.064292411569472e-08,False,0.005039748241344712,True,2.679520598656747,9.29034627006331e-13,0.8031333333333334,0.4932,True,
MCAR,29,candidate_saturated,True,9.735650233508864e-08,False,0.0017868646001690128,True,2.6793576351133446,7.225331444260519e-13,0.8031333333333334,0.4932,True,
MCAR,30,oracle,True,2.8549763872898205e-08,False,0.007117614586355254,True,1.797172079979314,4.4919623576333834e-13,0.8019333333333334,0.495,True,
MCAR,30,MAR_ignorability,True,3.950459143183019e-08,False,0.004857141576005209,True,1.449897490408923,8.695266728864226e-13,0.8019333333333334,0.495,True,
MCAR,30,selection_misspecified,True,9.327066567781373e-08,False,0.004872762422724757,True,2.666589387918924,1.0769163338864018e-12,0.8019333333333334,0.495,True,
MCAR,30,candidate_saturated,True,5.3762851511685025e-08,False,0.0019609023797930824,True,2.666242037930542,8.036682430656583e-12,0.8019333333333334,0.495,True,
MCAR,31,oracle,True,8.993785821509448e-09,False,0.0074782508976899064,True,1.8057451081849454,2.0938806244430452e-13,0.7976666666666666,0.4842,True,
MCAR,31,MAR_ignorability,True,1.356559402846463e-08,False,0.004998947184956972,True,1.4499094807915138,4.3431924723336124e-13,0.7976666666666666,0.4842,True,
MCAR,31,selection_misspecified,True,6.279787229921397e-08,False,0.005002655523029455,True,2.677379358927332,7.811529201262601e-13,0.7976666666666666,0.4842,True,
MCAR,31,candidate_saturated,True,5.674719033663678e-08,False,0.002211266557990784,True,2.677202375395739,1.7426060594516457e-12,0.7976666666666666,0.4842,True,
MCAR,32,oracle,True,3.089474908856034e-09,False,0.007266753974135119,True,1.7805361402199895,1.2367884494324244e-13,0.8036,0.4944,True,
MCAR,32,MAR_ignorability,True,1.0144712670623334e-08,False,0.005180813818703806,True,1.4402419002692652,2.4447111002245947e-13,0.8036,0.4944,True,
MCAR,32,selection_misspecified,True,7.387914318800342e-08,False,0.005163745861273939,True,2.6526190339949944,3.554045946430051e-12,0.8036,0.4944,True,
MCAR,32,candidate_saturated,True,8.74898311000294e-08,False,0.0017985492581199273,True,2.6520580131879115,3.368416656712725e-12,0.8036,0.4944,True,
MCAR,33,oracle,True,2.0750764426002988e-08,False,0.007721441444339925,True,1.7823841953935857,1.674216321134736e-13,0.7996,0.4908,True,
MCAR,33,MAR_ignorability,True,2.010153440575313e-08,False,0.005120244984898085,True,1.4404910774085096,5.850875339774575e-13,0.7996,0.4908,True,
MCAR,33,selection_misspecified,True,7.067708545554413e-08,False,0.005113629753854877,True,2.6630775612093394,3.447020446856186e-12,0.7996,0.4908,True,
MCAR,33,candidate_saturated,True,7.649955182813529e-08,False,0.0018403450181439709,True,2.6625706378665503,3.233413536918306e-12,0.7996,0.4908,True,
MCAR,34,oracle,True,3.330060113884703e-08,False,0.007511019650619581,True,1.815994990960486,1.6564527527407336e-12,0.8028666666666666,0.4978,True,
MCAR,34,MAR_ignorability,True,2.439906701639516e-08,False,0.005524571440521579,True,1.4656694117000528,4.887201754399939e-13,0.8028666666666666,0.4978,True,
MCAR,34,selection_misspecified,True,1.2678977086731936e-07,False,0.0055261337703233614,True,2.6797144671515314,5.88862292261183e-13,0.8028666666666666,0.4978,True,
MCAR,34,candidate_saturated,True,9.109598246475059e-08,False,0.001518755361636795,True,2.67930774262356,4.25570689799315e-12,0.8028666666666666,0.4978,True,
MCAR,35,oracle,True,2.7996523245610305e-08,False,0.0065835875696093485,True,1.8059167686711932,1.1524114995609125e-13,0.7992666666666667,0.4874,True,
