mechanism,rep,method,parameter,truth,estimate,se,covered
MCAR,1,oracle,mean_Y2,0.47500000000000003,0.488999971077982,0.007069356405955654,0.0
MCAR,1,oracle,mean_Y3,0.49250000000000005,0.5136000547607357,0.00706845159358794,0.0
MCAR,1,oracle,P000,0.28387500000000004,0.27001159070761427,0.0061016226732791435,0.0
MCAR,1,oracle,P001,0.08925,0.08980798167802237,0.003559432507954414,1.0
MCAR,1,oracle,P010,0.10362500000000001,0.10537258321809038,0.003981461946775897,1.0
MCAR,1,oracle,P011,0.08074999999999999,0.08540785240973527,0.003456181007016269,1.0
MCAR,1,oracle,P100,0.063,0.05753181115485519,0.002849944144253609,1.0
MCAR,1,oracle,P101,0.08887500000000001,0.09364864538152616,0.0038265377616346773,1.0
MCAR,1,oracle,P110,0.057000000000000016,0.053483960158704394,0.0027169528735586706,1.0
MCAR,1,oracle,P111,0.233625,0.24473557529145193,0.005930766957892784,1.0
MCAR,1,MAR_ignorability,M1_class1,0.15,0.14887215635534606,0.010855182718828162,1.0
MCAR,1,MAR_ignorability,M1_class2,0.8,0.8042337310958017,0.013932276479026168,1.0
MCAR,1,MAR_ignorability,M2_class1,0.25,0.26444925806746167,0.012378225193056633,1.0
MCAR,1,MAR_ignorability,M2_class2,0.75,0.7482141603329499,0.014174477243479889,1.0
MCAR,1,MAR_ignorability,M3_class1,0.2,0.22828585735188162,0.013820744816906781,0.0
MCAR,1,MAR_ignorability,M3_class2,0.85,0.8720621374168885,0.01248207132765425,1.0
MCAR,1,MAR_ignorability,p_class2,0.45,0.4585680272110862,0.01322584016389268,1.0
MCAR,1,MAR_ignorability,mean_Y1,0.44250000000000006,0.4494000207940276,0.007034765675712425,1.0
MCAR,1,MAR_ignorability,mean_Y2,0.47500000000000003,0.48628837493331056,0.008259503014852112,1.0
MCAR,1,MAR_ignorability,mean_Y3,0.49250000000000005,0.5235010760665836,0.00815894604938504,0.0
MCAR,1,MAR_ignorability,P000,0.28387500000000004,0.26447378759299434,0.006795081008660379,0.0
MCAR,1,MAR_ignorability,P001,0.08925,0.09709181941416925,0.004499603300117077,1.0
MCAR,1,MAR_ignorability,P010,0.10362500000000001,0.10263882141050046,0.004729384361422336,1.0
MCAR,1,MAR_ignorability,P011,0.08074999999999999,0.08639555078830843,0.003915892131138287,1.0
MCAR,1,MAR_ignorability,P100,0.063,0.05763372698714457,0.0032041108368671646,1.0
MCAR,1,MAR_ignorability,P101,0.08887500000000001,0.0945122910723814,0.004654661053693501,1.0
MCAR,1,MAR_ignorability,P110,0.057000000000000016,0.05175258794277715,0.003238079082353154,1.0
MCAR,1,MAR_ignorability,P111,0.233625,0.24550141479172446,0.0066833561068600725,1.0
MCAR,1,selection_misspecified,M1_class1,0.15,0.14987126259209804,0.010910841177234442,1.0
MCAR,1,selection_misspecified,M1_class2,0.8,0.8055032864140501,0.013968734012302052,1.0
MCAR,1,selection_misspecified,M2_class1,0.25,0.262061237375344,0.015475316990199679,1.0
MCAR,1,selection_misspecified,M2_class2,0.75,0.7459811597396135,0.01716897543464761,1.0
MCAR,1,selection_misspecified,M3_class1,0.2,0.22135874428657198,0.015240706046866784,1.0
MCAR,1,selection_misspecified,M3_class2,0.85,0.8674344227224998,0.01388326669449101,1.0
MCAR,1,selection_misspecified,p_class2,0.45,0.45685516739896087,0.01331466087321409,1.0
MCAR,1,selection_misspecified,mean_Y1,0.44250000000000006,0.44940014058739547,0.007034765760362714,1.0
MCAR,1,selection_misspecified,mean_Y2,0.47500000000000003,0.4831425545147645,0.013062715307179807,1.0
MCAR,1,selection_misspecified,mean_Y3,0.49250000000000005,0.516521756510815,0.010650951848548635,0.0
MCAR,1,selection_misspecified,P000,0.28387500000000004,0.2683049056341867,0.008082241034097314,1.0
MCAR,1,selection_misspecified,P001,0.08925,0.09500448370318988,0.005504307711524558,1.0
MCAR,1,selection_misspecified,P010,0.10362500000000001,0.10300662444473584,0.006113667378663149,1.0
MCAR,1,selection_misspecified,P011,0.08074999999999999,0.08428384563049215,0.0045516718638796945,1.0
MCAR,1,selection_misspecified,P100,0.063,0.05916465869030729,0.003676673905918546,1.0
MCAR,1,selection_misspecified,P101,0.08887500000000001,0.09438339745755167,0.005848700255626516,1.0
MCAR,1,selection_misspecified,P110,0.057000000000000016,0.05300205471995519,0.003922241167096427,1.0
MCAR,1,selection_misspecified,P111,0.233625,0.24285002971958128,0.007653108697946795,1.0
MCAR,1,candidate_saturated,M1_class1,0.15,0.14964143635461732,0.01238339551302352,1.0
MCAR,1,candidate_saturated,M1_class2,0.8,0.8065685652719404,0.015805150873896504,1.0
MCAR,1,candidate_saturated,M2_class1,0.25,0.258184496965227,0.020800918326031707,1.0
MCAR,1,candidate_saturated,M2_class2,0.75,0.7447980049295697,0.02376026791170011,1.0
MCAR,1,candidate_saturated,M3_class1,0.2,0.22091829497326357,0.022679855297729444,1.0
MCAR,1,candidate_saturated,M3_class2,0.85,0.8673375223194157,0.018363406825844798,1.0
MCAR,1,candidate_saturated,p_class2,0.45,0.4563043419105919,0.013638929545100124,1.0
MCAR,1,candidate_saturated,mean_Y1,0.44250000000000006,0.449400137598451,0.007034765673063175,1.0
MCAR,1,candidate_saturated,mean_Y2,0.47500000000000003,0.48022835348170095,0.018488536317897233,1.0
MCAR,1,candidate_saturated,mean_Y3,0.49250000000000005,0.5158821951058028,0.015286733523959088,1.0
MCAR,1,candidate_saturated,P000,0.28387500000000004,0.27018848213009883,0.011393353553670046,1.0
MCAR,1,candidate_saturated,P001,0.08925,0.09530477002965008,0.008644314951440572,1.0
MCAR,1,candidate_saturated,P010,0.10362500000000001,0.1017185070615653,0.008560564195747258,1.0
MCAR,1,candidate_saturated,P011,0.08074999999999999,0.08338810318023479,0.006131737913776982,1.0
MCAR,1,candidate_saturated,P100,0.063,0.05948072267635257,0.00485099819035765,1.0
MCAR,1,candidate_saturated,P101,0.08887500000000001,0.09479767168219756,0.008085105393857804,1.0
MCAR,1,candidate_saturated,P110,0.057000000000000016,0.052730093026180494,0.005458610347543563,1.0
MCAR,1,candidate_saturated,P111,0.233625,0.24239165021372036,0.010762888420279924,1.0
MCAR,2,oracle,M1_class1,0.15,0.15582347534516622,0.009223652954335278,1.0
MCAR,2,oracle,M1_class2,0.8,0.7857890109426087,0.012066928224950244,1.0
MCAR,2,oracle,M2_class1,0.25,0.2594173997508497,0.009696917266940568,1.0
MCAR,2,oracle,M2_class2,0.75,0.7395224624121716,0.011690570534614936,1.0
MCAR,2,oracle,M3_class1,0.2,0.1863795425286563,0.010213645098545727,1.0
MCAR,2,oracle,M3_class2,0.85,0.8679218384673608,0.011031637233024348,1.0
MCAR,2,oracle,p_class2,0.45,0.4390342033448157,0.01088626951433299,1.0
MCAR,2,oracle,mean_Y1,0.44250000000000006,0.4323998924008795,0.007006143507157468,1.0
MCAR,2,oracle,mean_Y2,0.47500000000000003,0.47019994345817595,0.007058497859623941,1.0
MCAR,2,oracle,mean_Y3,0.49250000000000005,0.48559992147190206,0.007068134773098727,1.0
MCAR,2,oracle,P000,0.28387500000000004,0.28857705062714817,0.006120553958962738,1.0
MCAR,2,oracle,P001,0.08925,0.08662577579672685,0.003475182688032237,1.0
MCAR,2,oracle,P010,0.10362500000000001,0.1091377152588721,0.004065091639301046,1.0
MCAR,2,oracle,P011,0.08074999999999999,0.08325956591637343,0.0034005439482520288,1.0
MCAR,2,oracle,P100,0.063,0.06453892624152092,0.0030346041355799173,1.0
MCAR,2,oracle,P101,0.08887500000000001,0.0900583038764281,0.003759388588219605,1.0
MCAR,2,oracle,P110,0.057000000000000016,0.052146386400556785,0.002665749040880018,1.0
MCAR,2,oracle,P111,0.233625,0.22565627588237364,0.005788828220676707,1.0
MCAR,2,MAR_ignorability,M1_class1,0.15,0.15318616926462636,0.010769632534326702,1.0
MCAR,2,MAR_ignorability,M1_class2,0.8,0.7718767860439485,0.013933254819517165,0.0
MCAR,2,MAR_ignorability,M2_class1,0.25,0.25564661240392483,0.012312420950306224,1.0
MCAR,2,MAR_ignorability,M2_class2,0.75,0.7359521402133268,0.014553015858145175,1.0
MCAR,2,MAR_ignorability,M3_class1,0.2,0.18260623851737529,0.013092540246453115,1.0
MCAR,2,MAR_ignorability,M3_class2,0.85,0.856495012256602,0.014184110088256367,1.0
MCAR,2,MAR_ignorability,p_class2,0.45,0.45129797598981114,0.013506359777343718,1.0
MCAR,2,MAR_ignorability,mean_Y1,0.44250000000000006,0.43239999238102234,0.00700614358866893,1.0
MCAR,2,MAR_ignorability,mean_Y2,0.47500000000000003,0.4724075249610259,0.008305523555846185,1.0
MCAR,2,MAR_ignorability,mean_Y3,0.49250000000000005,0.4867308781481441,0.008057144689535342,1.0
MCAR,2,MAR_ignorability,P000,0.28387500000000004,0.28660703744678817,0.006958371745117831,1.0
MCAR,2,MAR_ignorability,P001,0.08925,0.08643975499138347,0.004221768940774357,1.0
MCAR,2,MAR_ignorability,P010,0.10362500000000001,0.10796777756265757,0.004895792496965792,1.0
MCAR,2,MAR_ignorability,P011,0.08074999999999999,0.08658543761814853,0.003884244214441432,1.0
MCAR,2,MAR_ignorability,P100,0.063,0.06434030005234898,0.0033862896783825327,1.0
MCAR,2,MAR_ignorability,P101,0.08887500000000001,0.09020538254845356,0.004508219337124328,1.0
MCAR,2,MAR_ignorability,P110,0.057000000000000016,0.05435400679006126,0.0033309100346046202,1.0
MCAR,2,MAR_ignorability,P111,0.233625,0.22350030299015847,0.006468425071686017,1.0
MCAR,2,selection_misspecified,M1_class1,0.15,0.1533777739585525,0.010855462321787432,1.0
MCAR,2,selection_misspecified,M1_class2,0.8,0.772048029502628,0.013913615921795545,0.0
MCAR,2,selection_misspecified,M2_class1,0.25,0.25861779257810874,0.01581526387919777,1.0
MCAR,2,selection_misspecified,M2_class2,0.75,0.739216188568431,0.017392709672377975,1.0
MCAR,2,selection_misspecified,M3_class1,0.2,0.17783604172959855,0.014348531701967676,1.0
MCAR,2,selection_misspecified,M3_class2,0.85,0.8521159931679348,0.015750345875050448,1.0
MCAR,2,selection_misspecified,p_class2,0.45,0.4510031545370672,0.013577469442479558,1.0
MCAR,2,selection_misspecified,mean_Y1,0.44250000000000006,0.43240001082718404,0.007006143564950733,1.0
MCAR,2,selection_misspecified,mean_Y2,0.47500000000000003,0.47536918523519867,0.013504287596539809,1.0
MCAR,2,selection_misspecified,mean_Y3,0.49250000000000005,0.4819384268693887,0.010171917087007312,1.0
MCAR,2,selection_misspecified,P000,0.28387500000000004,0.2872736602343929,0.00841583594085858,1.0
MCAR,2,selection_misspecified,P001,0.08925,0.0841259656069577,0.0050581868597267855,1.0
MCAR,2,selection_misspecified,P010,0.10362500000000001,0.11006585565260056,0.0064644422674587825,1.0
MCAR,2,selection_misspecified,P011,0.08074999999999999,0.08613450767886478,0.0044494896140115075,1.0
MCAR,2,selection_misspecified,P100,0.063,0.06475390800107653,0.003912348143010479,1.0
MCAR,2,selection_misspecified,P101,0.08887500000000001,0.08847728092237421,0.00552965809521726,1.0
MCAR,2,selection_misspecified,P110,0.057000000000000016,0.0559681492425413,0.0040812303131134335,1.0
MCAR,2,selection_misspecified,P111,0.233625,0.22320067266119203,0.007458012984954211,1.0
MCAR,2,candidate_saturated,M1_class1,0.15,0.1532015029881714,0.011493820315651302,1.0
MCAR,2,candidate_saturated,M1_class2,0.8,0.7802771588958314,0.016127970855009468,1.0
MCAR,2,candidate_saturated,M2_class1,0.25,0.24071922163667786,0.019228433209307026,1.0
MCAR,2,candidate_saturated,M2_class2,0.75,0.7134056242061672,0.025306499835349223,1.0
MCAR,2,candidate_saturated,M3_class1,0.2,0.16009404141516761,0.01672212059407887,0.0
MCAR,2,candidate_saturated,M3_class2,0.85,0.8510251300756903,0.021278035878775605,1.0
MCAR,2,candidate_saturated,p_class2,0.45,0.4452391314265789,0.013614882283142922,1.0
MCAR,2,candidate_saturated,mean_Y1,0.44250000000000006,0.4324001233632502,0.007006143662469539,1.0
MCAR,2,candidate_saturated,mean_Y2,0.47500000000000003,0.45117770495387155,0.018446169540073023,1.0
MCAR,2,candidate_saturated,mean_Y3,0.49250000000000005,0.46772359920599926,0.013010819746826933,1.0
MCAR,2,candidate_saturated,P000,0.28387500000000004,0.3037610951539325,0.011039076801883941,1.0
MCAR,2,candidate_saturated,P001,0.08925,0.08096404508881659,0.006613812312925366,1.0
MCAR,2,candidate_saturated,P010,0.10362500000000001,0.10537618287986902,0.008172308804890888,1.0
MCAR,2,candidate_saturated,P011,0.08074999999999999,0.07749855351413183,0.0056397280964009455,1.0
MCAR,2,candidate_saturated,P100,0.063,0.06903311956871767,0.004936672379045502,1.0
MCAR,2,candidate_saturated,P101,0.08887500000000001,0.09506403523466189,0.0080693201720568,1.0
MCAR,2,candidate_saturated,P110,0.057000000000000016,0.05410600319148165,0.005597475611740798,1.0
MCAR,2,candidate_saturated,P111,0.233625,0.21419696536838898,0.01007583966320777,1.0
MCAR,3,oracle,M1_class1,0.15,0.13134598573468076,0.00946598123561009,0.0
MCAR,3,oracle,M1_class2,0.8,0.7896912800400135,0.011634791196219256,1.0
MCAR,3,oracle,M2_class1,0.25,0.22787377604574166,0.010016202457348852,0.0
MCAR,3,oracle,M2_class2,0.75,0.7509916913056477,0.01117626131288485,1.0
MCAR,3,oracle,M3_class1,0.2,0.19444315614620866,0.010289421000483934,1.0
MCAR,3,oracle,M3_class2,0.85,0.8381530767220267,0.01089897897167663,1.0
MCAR,3,oracle,p_class2,0.45,0.47126326543067354,0.010958940816775673,1.0
MCAR,3,oracle,mean_Y1,0.44250000000000006,0.44159993890992966,0.007022669550566362,1.0
MCAR,3,oracle,mean_Y2,0.47500000000000003,0.47440003299641137,0.007061793534253547,1.0
MCAR,3,oracle,mean_Y3,0.49250000000000005,0.4977999953068881,0.007070999374413717,1.0
MCAR,3,oracle,P000,0.28387500000000004,0.2896683479121936,0.006242847604823145,1.0
MCAR,3,oracle,P001,0.08925,0.08964036117728756,0.0035976934786438315,1.0
MCAR,3,oracle,P010,0.10362500000000001,0.09635605437229777,0.003852265264880325,1.0
MCAR,3,oracle,P011,0.08074999999999999,0.08273529762829143,0.0034251889151792874,1.0
MCAR,3,oracle,P100,0.063,0.05819392918660875,0.002919333468335613,1.0
MCAR,3,oracle,P101,0.08887500000000001,0.08809732872749883,0.0036842980277203654,1.0
MCAR,3,oracle,P110,0.057000000000000016,0.05798167322201179,0.0029347933366143664,1.0
MCAR,3,oracle,P111,0.233625,0.23732700777381033,0.005895932116211723,1.0
MCAR,3,MAR_ignorability,M1_class1,0.15,0.12902081603095508,0.010756692874730196,1.0
MCAR,3,MAR_ignorability,M1_class2,0.8,0.7819835700610583,0.013517181175034408,1.0
MCAR,3,MAR_ignorability,M2_class1,0.25,0.23281339712966181,0.012622489539872803,1.0
MCAR,3,MAR_ignorability,M2_class2,0.75,0.7429634675606412,0.013507725902929646,1.0
MCAR,3,MAR_ignorability,M3_class1,0.2,0.18875603209749303,0.012834408034207614,1.0
MCAR,3,MAR_ignorability,M3_class2,0.85,0.8342731693357253,0.013384754314383346,1.0
MCAR,3,MAR_ignorability,p_class2,0.45,0.47870902486444555,0.01310075093111228,0.0
MCAR,3,MAR_ignorability,mean_Y1,0.44250000000000006,0.4415999792855086,0.007022669561909859,1.0
MCAR,3,MAR_ignorability,mean_Y2,0.47500000000000003,0.47702683988020417,0.008195863327461386,1.0
MCAR,3,MAR_ignorability,mean_Y3,0.49250000000000005,0.49777091139809565,0.008107014157834325,1.0
MCAR,3,MAR_ignorability,P000,0.28387500000000004,0.2870251688007464,0.007045234047986618,1.0
MCAR,3,MAR_ignorability,P001,0.08925,0.08812930320235937,0.004266071410811053,1.0
MCAR,3,MAR_ignorability,P010,0.10362500000000001,0.09860315889738935,0.004719753709895474,1.0
MCAR,3,MAR_ignorability,P011,0.08074999999999999,0.0846423898139963,0.00391383482880907,1.0
MCAR,3,MAR_ignorability,P100,0.063,0.05780553967375601,0.003219840189348158,1.0
MCAR,3,MAR_ignorability,P101,0.08887500000000001,0.09001314844293404,0.004384662599758841,1.0
MCAR,3,MAR_ignorability,P110,0.057000000000000016,0.05879522123001261,0.003511851428426385,1.0
MCAR,3,MAR_ignorability,P111,0.233625,0.23498606993880597,0.006541609833607825,1.0
MCAR,3,selection_misspecified,M1_class1,0.15,0.12954050582133564,0.010859045520858982,1.0
MCAR,3,selection_misspecified,M1_class2,0.8,0.7828669958206783,0.013733952469730918,1.0
MCAR,3,selection_misspecified,M2_class1,0.25,0.23044841542496408,0.014837794669848456,1.0
MCAR,3,selection_misspecified,M2_class2,0.75,0.7403414156854885,0.01624512211195323,1.0
MCAR,3,selection_misspecified,M3_class1,0.2,0.1869436985464959,0.013972183460205675,1.0
MCAR,3,selection_misspecified,M3_class2,0.85,0.8326030650125535,0.01452114319845558,1.0
MCAR,3,selection_misspecified,p_class2,0.45,0.4776470724269719,0.013389932853018567,0.0
MCAR,3,selection_misspecified,mean_Y1,0.44250000000000006,0.441599991108511,0.007022669617971467,1.0
MCAR,3,selection_misspecified,mean_Y2,0.47500000000000003,0.4739973142504088,0.012412058930366917,1.0
MCAR,3,selection_misspecified,mean_Y3,0.49250000000000005,0.49534100472406173,0.010594021541280812,1.0
MCAR,3,selection_misspecified,P000,0.28387500000000004,0.289000580415018,0.00811165817528485,1.0
MCAR,3,selection_misspecified,P001,0.08925,0.08783452718760694,0.005207976932247861,1.0
MCAR,3,selection_misspecified,P010,0.10362500000000001,0.09804683197475482,0.005889289264348251,1.0
MCAR,3,selection_misspecified,P011,0.08074999999999999,0.08351806931410916,0.0046178356375283685,1.0
MCAR,3,selection_misspecified,P100,0.063,0.05859120988667864,0.0036769868393982377,1.0
MCAR,3,selection_misspecified,P101,0.08887500000000001,0.09057636826028753,0.005451865782947776,1.0
MCAR,3,selection_misspecified,P110,0.057000000000000016,0.05902037299948673,0.004117897785921728,1.0
MCAR,3,selection_misspecified,P111,0.233625,0.2334120399620581,0.007363876044828623,1.0
MCAR,3,candidate_saturated,M1_class1,0.15,0.1347936439101712,0.012071385653335494,1.0
MCAR,3,candidate_saturated,M1_class2,0.8,0.7731470035682684,0.015854185772693857,1.0
MCAR,3,candidate_saturated,M2_class1,0.25,0.24290972914976608,0.021741558825959014,1.0
MCAR,3,candidate_saturated,M2_class2,0.75,0.7332158658044892,0.02361743311402052,1.0
MCAR,3,candidate_saturated,M3_class1,0.2,0.19273107572762366,0.01877173728305577,1.0
MCAR,3,candidate_saturated,M3_class2,0.85,0.8269753807671227,0.020980067072346245,1.0
MCAR,3,candidate_saturated,p_class2,0.45,0.48062166022147806,0.014144842801883047,0.0
MCAR,3,candidate_saturated,mean_Y1,0.44250000000000006,0.4416000954370042,0.0070226697154265605,1.0
MCAR,3,candidate_saturated,mean_Y2,0.47500000000000003,0.478561478565538,0.01856655233865102,1.0
MCAR,3,candidate_saturated,mean_Y3,0.49250000000000005,0.49756262660172523,0.015055955238522902,1.0
MCAR,3,candidate_saturated,P000,0.28387500000000004,0.279676440077204,0.012163137197933787,1.0
MCAR,3,candidate_saturated,P001,0.08925,0.0896243894417918,0.00710962254756059,1.0
MCAR,3,candidate_saturated,P010,0.10362500000000001,0.10195049947044137,0.008449558176364858,1.0
MCAR,3,candidate_saturated,P011,0.08074999999999999,0.08714857557355857,0.006321952913874047,1.0
MCAR,3,candidate_saturated,P100,0.063,0.0599404528199505,0.004787129577525754,1.0
MCAR,3,candidate_saturated,P101,0.08887500000000001,0.09219723909551562,0.007890459665116352,1.0
MCAR,3,candidate_saturated,P110,0.057000000000000016,0.06086998103067874,0.006253531406265814,1.0
MCAR,3,candidate_saturated,P111,0.233625,0.2285924224908593,0.010279276784419285,1.0
MCAR,4,oracle,M1_class1,0.15,0.14161279715524622,0.008988637494000381,1.0
MCAR,4,oracle,M1_class2,0.8,0.8235102111858995,0.01188585995727686,0.0
MCAR,4,oracle,M2_class1,0.25,0.25514816076107893,0.009681204381255096,1.0
MCAR,4,oracle,M2_class2,0.75,0.7700985726248072,0.011295082900909276,1.0
MCAR,4,oracle,M3_class1,0.2,0.20765073060140704,0.009857661994975682,1.0
MCAR,4,oracle,M3_class2,0.85,0.8553865897513622,0.010774045192064317,1.0
