mechanism,method,parameter,bias,RMSE,SD,estimated_SE,coverage_valid,valid_CI,SD_valid,CI_failure_rate,covered_and_available,bias_MCSE,replications
MCAR,oracle,P110,-0.00032019498789119505,0.0027757361617341664,0.002771096564719111,0.0028604253410979196,0.93,100,0.002771096564719111,0.0,0.93,0.0002771096564719111,100
MCAR,oracle,P111,-0.00010436653962703629,0.005937528267283777,0.005966518497415404,0.005868245311126379,0.95,100,0.005966518497415404,0.0,0.95,0.0005966518497415404,100
MCAR,oracle,mean_Y1,-0.0007379955120138094,0.007451681171137026,0.007452402154964448,0.007022144960973587,0.92,100,0.007452402154964448,0.0,0.92,0.0007452402154964448,100
MCAR,oracle,mean_Y2,-0.001291999085090157,0.007584299436955474,0.007511091886456808,0.007060491586089228,0.92,100,0.007511091886456808,0.0,0.92,0.0007511091886456808,100
MCAR,oracle,mean_Y3,-7.799675023066054e-05,0.007549809335930049,0.007587438949605452,0.007069449283917937,0.93,100,0.007587438949605452,0.0,0.93,0.0007587438949605452,100
MCAR,oracle,p_class2,0.0007287134164131753,0.010198477568151428,0.010223656537402604,0.011373872139916186,0.95,100,0.010223656537402604,0.0,0.95,0.0010223656537402604,100
MCAR,selection_misspecified,M1_class1,-0.002150659299074759,0.010718453501528748,0.010553371333788338,0.011036226924631496,0.97,100,0.010553371333788338,0.0,0.97,0.0010553371333788337,100
MCAR,selection_misspecified,M1_class2,0.00019928894113515282,0.01331605651258303,0.013381641463090892,0.014059957420874472,0.94,100,0.013381641463090892,0.0,0.94,0.0013381641463090892,100
MCAR,selection_misspecified,M2_class1,-0.002871902387471168,0.014664736698584745,0.014453222321349631,0.015364882597033497,0.95,100,0.014453222321349631,0.0,0.95,0.0014453222321349631,100
MCAR,selection_misspecified,M2_class2,-0.0010888782252399998,0.016435578438009545,0.016482086474352783,0.017024098071231678,0.95,100,0.016482086474352783,0.0,0.95,0.0016482086474352783,100
MCAR,selection_misspecified,M3_class1,-0.00021432932165127373,0.013570661140811532,0.013637326478286218,0.01441712948173369,0.97,100,0.013637326478286218,0.0,0.97,0.0013637326478286218,100
MCAR,selection_misspecified,M3_class2,-0.0004117340247344792,0.014078089618594816,0.014142959929153426,0.014712902467945814,0.95,100,0.014142959929153426,0.0,0.95,0.0014142959929153427,100
MCAR,selection_misspecified,P000,0.0015066767143872089,0.007842816074055797,0.0077355070906362814,0.008322230632159122,0.98,100,0.0077355070906362814,0.0,0.98,0.0007735507090636281,100
MCAR,selection_misspecified,P001,0.00042428370291784575,0.00523305934881898,0.0052421074380077535,0.005285952075449674,0.95,100,0.0052421074380077535,0.0,0.95,0.0005242107438007753,100
MCAR,selection_misspecified,P010,-0.0008778510462390315,0.00611843114009821,0.006085632787225172,0.006125188654660392,0.96,100,0.006085632787225172,0.0,0.96,0.0006085632787225172,100
MCAR,selection_misspecified,P011,-0.0003151025434246482,0.0044198153336281855,0.004430778253286903,0.00445079317337389,0.94,100,0.004430778253286903,0.0,0.94,0.0004430778253286903,100
MCAR,selection_misspecified,P100,-0.00042871718147759425,0.0037254575476627565,0.003719350915152232,0.0038005643400502785,0.96,100,0.003719350915152232,0.0,0.96,0.0003719350915152232,100
MCAR,selection_misspecified,P101,0.0002807185714939923,0.005567928163072516,0.0055888616784966275,0.005547875875296812,0.97,100,0.0055888616784966275,0.0,0.97,0.0005588861678496627,100
MCAR,selection_misspecified,P110,-0.00031311828298898325,0.003951377681476579,0.003958795669653835,0.004032955621254466,0.96,100,0.003958795669653835,0.0,0.96,0.0003958795669653835,100
MCAR,selection_misspecified,P111,-0.00027688993466885885,0.007234933702956449,0.007266054856803307,0.0074467743543078,0.95,100,0.007266054856803307,0.0,0.95,0.0007266054856803308,100
MCAR,selection_misspecified,mean_Y1,-0.0007380068276414759,0.007451676246893358,0.007452396049571299,0.007022144957360743,0.92,100,0.007452396049571299,0.0,0.92,0.0007452396049571299,100
MCAR,selection_misspecified,mean_Y2,-0.0017829618073215404,0.011856973115398592,0.011781206513856678,0.012645991890188321,0.97,100,0.011781206513856678,0.0,0.97,0.0011781206513856678,100
MCAR,selection_misspecified,mean_Y3,0.00011300979631828023,0.010395545031940014,0.010447298490737908,0.010645059361797042,0.93,100,0.010447298490737908,0.0,0.93,0.0010447298490737908,100
MCAR,selection_misspecified,p_class2,0.0006049793526298752,0.012568038787846212,0.012616711659008621,0.013506502658822228,0.95,100,0.012616711659008621,0.0,0.95,0.001261671165900862,100
MNAR,MAR_ignorability,M1_class1,0.046578911399131374,0.048292236665246506,0.01281354771539069,0.01280267832749208,0.04,100,0.01281354771539069,0.0,0.04,0.001281354771539069,100
MNAR,MAR_ignorability,M1_class2,-0.03678324590391498,0.03902516146883341,0.013102395819187746,0.014761464942027624,0.25,100,0.013102395819187746,0.0,0.25,0.0013102395819187746,100
MNAR,MAR_ignorability,M2_class1,-0.029136273042369085,0.03089769382677952,0.010335047610193928,0.011017130321923287,0.24,100,0.010335047610193928,0.0,0.24,0.0010335047610193929,100
MNAR,MAR_ignorability,M2_class2,-0.1555088637491824,0.1563967656483795,0.01672539956528853,0.018544249369746236,0.0,100,0.01672539956528853,0.0,0.0,0.0016725399565288529,100
MNAR,MAR_ignorability,M3_class1,-0.02148153832167432,0.02423774606121673,0.01128205178087425,0.011416573549928843,0.54,100,0.01128205178087425,0.0,0.54,0.001128205178087425,100
MNAR,MAR_ignorability,M3_class2,-0.1311297073526183,0.1324888408674345,0.01902398284391357,0.020659892634985595,0.0,100,0.01902398284391357,0.0,0.0,0.0019023982843913568,100
MNAR,MAR_ignorability,P000,0.019484427690506657,0.02069930693511608,0.007022214762399008,0.006755091236852782,0.2,100,0.007022214762399008,0.0,0.2,0.0007022214762399009,100
MNAR,MAR_ignorability,P001,0.004026633385633413,0.005493125070953731,0.0037552181368592677,0.003823406766300398,0.81,100,0.0037552181368592677,0.0,0.81,0.00037552181368592677,100
