mechanism,rep,method,success,gradient_max,boundary,hessian_min,valid_se,nll,start_nll_range,item_rate,complete_rate,stationary,boundary_parameters
MCAR,0,oracle,True,1.9541806833334173e-08,False,0.007509986932029951,True,1.8060421790934948,2.8399504969911504e-13,0.8066666666666666,0.494,True,
MCAR,0,MAR_ignorability,True,1.8424605761291347e-08,False,0.004181603460004703,True,1.4814369295577468,3.9546144137148076e-13,0.8066666666666666,0.494,True,
MCAR,0,selection_misspecified,True,5.5853470741773495e-08,False,0.004226123507119151,True,2.684692088142937,3.0513369608797802e-12,0.8066666666666666,0.494,True,
MCAR,0,candidate_saturated,True,1.9242256023010997e-08,False,0.0011468642570944792,True,2.681796337128401,1.1572964808692632e-12,0.8066666666666666,0.494,True,
MCAR,1,oracle,True,6.699815273819576e-09,False,0.00435369768351407,True,1.7898377754799542,6.217248937900877e-14,0.8126666666666668,0.513,True,
MCAR,1,MAR_ignorability,True,2.3789611693914026e-08,False,0.002767319868246218,True,1.4596982618211358,1.8429702208777599e-13,0.8126666666666668,0.513,True,
MCAR,1,selection_misspecified,True,4.7204474350692746e-08,False,0.0027363687599469815,True,2.646283921977815,2.759570350008289e-12,0.8126666666666668,0.513,True,
MCAR,1,candidate_saturated,True,4.990951132932686e-08,False,0.0011055537659869833,True,2.645375877220862,5.666134228476949e-12,0.8126666666666668,0.513,True,
MCAR,2,oracle,True,2.17262588585454e-08,False,0.009415239929701594,True,1.7730132321295704,1.1641798636219391e-12,0.7903333333333333,0.473,True,
MCAR,2,MAR_ignorability,True,2.449518807220996e-08,False,0.0061085783729324114,True,1.408323488783175,4.993783164763954e-13,0.7903333333333333,0.473,True,
MCAR,2,selection_misspecified,True,6.894708689263173e-08,False,0.0060180680330534295,True,2.653034074381832,8.206768598029157e-13,0.7903333333333333,0.473,True,
MCAR,2,candidate_saturated,True,5.33779446989513e-08,False,0.002188729305851242,True,2.65050814670163,9.418243962500128e-12,0.7903333333333333,0.473,True,
MCAR,3,oracle,True,2.6098890248960062e-08,False,0.007066781246453573,True,1.8167586543629828,3.3506530883187224e-13,0.8016666666666666,0.488,True,
MCAR,3,MAR_ignorability,True,2.970862359299997e-08,False,0.004267972374222292,True,1.4610638006331855,2.262634524186069e-13,0.8016666666666666,0.488,True,
MCAR,3,selection_misspecified,True,2.4308359416247426e-08,False,0.004248773846479174,True,2.6740983724018017,1.0293987884324451e-12,0.8016666666666666,0.488,True,
MCAR,3,candidate_saturated,True,7.472952803411203e-08,False,0.0015780172352938672,True,2.672127072189894,3.773870105305832e-12,0.8016666666666666,0.488,True,
MCAR,4,oracle,True,3.633554644988379e-08,False,0.00936903607527594,True,1.7679735205818201,2.7111646261346323e-13,0.8006666666666667,0.504,True,
MCAR,4,MAR_ignorability,True,2.8435140967703055e-08,False,0.00602597910543032,True,1.424762861564547,6.441513988875158e-13,0.8006666666666667,0.504,True,
MCAR,4,selection_misspecified,True,2.705163827006327e-08,False,0.006013514896526225,True,2.6447115422922307,1.1319833959078096e-12,0.8006666666666667,0.504,True,
MCAR,4,candidate_saturated,True,4.663617956879307e-08,False,0.0014346823490906523,True,2.6419965639266545,1.502797886132612e-11,0.8006666666666667,0.504,True,
MCAR,5,oracle,True,2.7487893831168454e-08,False,0.006820459311354358,True,1.803860316757648,2.1382895454280515e-13,0.794,0.47,True,
MCAR,5,MAR_ignorability,True,3.769219601306948e-09,False,0.004836095983266197,True,1.4303328196537954,2.942091015256665e-13,0.794,0.47,True,
MCAR,5,selection_misspecified,True,1.2785411675930724e-08,False,0.004759455393314215,True,2.6646107361016984,3.326228181776969e-12,0.794,0.47,True,
MCAR,5,candidate_saturated,True,3.068739166067758e-08,False,0.000789686860651869,True,2.663733842092505,2.9376501231581642e-12,0.794,0.47,True,
MCAR,6,oracle,True,4.188614021369275e-08,False,0.007554599171721899,True,1.7781256563720953,3.361755318564974e-13,0.8036666666666666,0.492,True,
MCAR,6,MAR_ignorability,True,1.7853620596846593e-08,False,0.0057315191001091744,True,1.4159911748802811,2.8044233602031454e-13,0.8036666666666666,0.492,True,
MCAR,6,selection_misspecified,True,7.321299187501573e-08,False,0.005763659382077104,True,2.6271014992293127,7.44737604918555e-13,0.8036666666666666,0.492,True,
MCAR,6,candidate_saturated,True,6.46202388949746e-08,False,0.0010646140220932215,True,2.626228902738084,3.8049563499953365e-12,0.8036666666666666,0.492,True,
MCAR,7,oracle,True,2.3741002639623845e-08,False,0.007536712552908182,True,1.7521763634993133,2.496891582381977e-12,0.8006666666666667,0.494,True,
MCAR,7,MAR_ignorability,True,2.821031303401611e-08,False,0.005404045073935436,True,1.4146260479763295,5.88640247656258e-13,0.8006666666666667,0.494,True,
MCAR,7,selection_misspecified,True,1.248666161040579e-07,False,0.005328556571334324,True,2.6337738652027136,4.1877612488860905e-13,0.8006666666666667,0.494,True,
MCAR,7,candidate_saturated,True,1.0519050011303932e-07,False,0.0019227354978953802,True,2.632284758724681,3.841815754412892e-12,0.8006666666666667,0.494,True,
MCAR,8,oracle,True,1.3736755616278184e-08,False,0.006074698991879305,True,1.819737982123505,3.710587392902198e-12,0.798,0.48,True,
MCAR,8,MAR_ignorability,True,3.6185645280425093e-08,False,0.003552962306967888,True,1.435148801703837,7.37854222165879e-13,0.798,0.48,True,
MCAR,8,selection_misspecified,True,7.84301012377005e-08,False,0.00372824561600157,True,2.658742615194114,3.12105896682624e-12,0.798,0.48,True,
MCAR,8,candidate_saturated,True,9.530438092042459e-08,False,0.001136640121027976,True,2.656922360541951,2.644551244657123e-12,0.798,0.48,True,
MCAR,9,oracle,True,3.235839341320448e-08,False,0.005275577624732691,True,1.8301740985478805,3.930189507173054e-13,0.8013333333333333,0.502,True,
MCAR,9,MAR_ignorability,True,3.02708403883134e-08,False,0.0037452064190533598,True,1.4710636393045255,3.7325698087897763e-13,0.8013333333333333,0.502,True,
MCAR,9,selection_misspecified,True,4.1480621849165896e-08,False,0.003804187302315632,True,2.6875392712817376,4.6909143236462114e-12,0.8013333333333333,0.502,True,
MCAR,9,candidate_saturated,True,2.7849157365977817e-08,False,0.0013606448601643545,True,2.6859217246763256,1.0685230478202357e-11,0.8013333333333333,0.502,True,
